"Country Name","Country Code","Indicator Name","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Central African Republic","CAF","GDP (current US$)",112155598.492157,123134583.463559,124482773.83306,129379123.76305,142025078.735754,150574795.409863,157930018.091087,163820513.562432,191767441.604577,188039210.130379,189106529.207011,201450799.82635,230317883.36443,271183082.043062,281398705.570596,378660016.265936,451152461.31276,507298147.526539,610578631.992983,700764747.756462,797048198.534875,694803622.898966,748312390.756606,658679332.681331,637820670.299604,864849836.286193,1122265013.42004,1200991977.80801,1264899287.51261,1233930280.91724,1440711459.16967,1377374986.58709,1411917553.12436,1278781261.55928,851174356.781737,1115389673.69197,1007791127.09913,937741513.015352,967338389.650578,999477510.686632,916777282.691659,932648604.751954,996068144.884889,1142315522.53864,1272360517.32373,1337894378.73743,1461859762.33459,1699811294.94935,1993407888.49838,2067381665.25454,2142591540.40068,2437982705.12093,2510126512.22831,1691544110.18543,1894813389.40325,1695825714.19282,1825018144.65595,2072349972.6818,2220979146.11241,2221301351.43918,2326720900.38047,2516498412.46384,2382618615.01694,NA
"Canada","CAN","GDP (current US$)",40461721692.6468,40934952063.9468,42227447631.9159,45029988561.2124,49377522896.703,54515179580.7148,61088384036.6515,65668655501.1254,71829810519.8955,79148411661.6902,88192257632.3093,99606454743.5136,113463848873.624,131764343565.643,160949188139.059,174419757176.563,207271612576.065,212325176304.654,219369542386.254,243891124295.715,274776566028.053,307246642755.859,314647807408.608,341866277182.733,356718400123.543,366186012449.652,379006836991.724,433134238310.709,509380027626.554,567211993243.243,596075591360.987,612527712315.615,594387358318.855,579053561739.4,579944346807.264,605961090061.207,630607994132.747,654986999855.554,6.34e+11,678412196271.118,744773415931.587,738981792355.372,760649334098.005,895540646634.787,1026690238278.25,1173108598778.68,1319264809590.97,1468820407783.26,1552989690721.65,1374625142157.29,1617343367486.26,1793326630174.52,1828366481521.6,1846597421834.98,1805749878439.94,1556508816217.14,1527994741907.43,1649265644244.09,1725329192783.02,1743725183672.52,1655684730000.19,2007472181464.15,2161483369422.01,NA
"Switzerland","CHE","GDP (current US$)",9522746719.21614,10712712465.0522,11879982758.5619,13063643795.7884,14480556571.5476,15346741669.7575,16480058704.8531,17740013179.26,18942729779.1,20524886616.4789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122557843886.137,112244805518.786,115043365512.486,114634358534.61,109455312167.511,110980314191.527,159089921062.872,199236370037.554,215540625298.982,208105846934.409,265763573999.424,268901693863.319,279921425828.474,272237527070.926,301375055202.164,352835806342.495,340103959546.926,294788198856.198,303459014346.806,297873643323.126,279216033870.204,286582672434.226,309301422430.386,362075086507.76,403912891033.374,418284865884.998,441634672196.523,490740715594.802,567267767519.158,554212916092.271,598851028906.58,715888126682.396,686420221557.99,706234937370.968,726537808338,694118186379.628,687895460902.713,695200833086.499,725568717468.001,721369112726.724,741999406005.627,813408787222.499,818426550206.45,NA
"Channel Islands","CHI","GDP (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5945677376.61477,6262740656.85164,6439703434.71024,6232906290.4851,6663669064.7482,7332244897.95918,8553643354.08275,8827272727.27273,9676172953.08188,11514605842.3369,NA,NA,NA,NA,NA,NA,NA,NA,9511207129.35458,9530244530.24453,10422948632.4216,10381669645.1366,9811538461.53846,11735662219.7772,NA,NA
"Chile","CHL","GDP (current US$)",4.11e+09,4829238095.2381,5631285444.2344,5591307028.36005,5964195925.4443,6108679125.7523,7162633082.31628,7057478295.18548,7192102966.84119,8359596194.01253,9144112431.28214,10876091407.9777,11833904487.641,16826390943.8597,16209693232.0782,7621570062.17598,10338624019.4415,13965595122.3247,15992038535.2046,21806136345.5074,29036709871.7949,34509878043.5897,19529291438.3712,20362016603.8243,19671768029.2843,17717662227.8036,18897110581.4531,22250729663.5188,26042571602.0453,29936735454.608,33137824752.7724,37846188180.81,45949608605.2333,49287378587.5542,56998601233.0675,73444831587.4252,78584098982.9097,85741415248.4482,81990010726.0184,75578685736.1159,78339750717.0395,71574739558.6914,70264045959.6025,76492579644.0605,99075985721.5697,122294145211.371,153843518110.852,172491075948.358,179894594475.98,171777900623.177,217051209240.298,251382574083.741,267024782642.389,277395018674.682,259560978407.095,242450355827.827,249344864067.964,276154259806.312,295857562826.427,278598887622.96,254258196269.735,316581155648.871,301024724911.923,NA
"China","CHN","GDP (current US$)",59716249310.9742,50056685957.359,47209186415.3555,50706614526.1472,59708125203.8643,70436008642.4251,76720005491.8964,72881364882.4909,70846276051.4727,79705614854.7674,92602634891.6589,99800593790.9886,113689308020.343,138543170458.064,144188970821.072,163429530659.638,153939265947.775,174935933078.663,218502169137.562,263711728825.005,306165314855.846,289576581830.449,283928672988.111,304748904221.289,313728547706.897,309835803013.587,300514204520.969,327089403146.073,407844670393.058,456289122063.159,394565747349.055,413375445354.473,493136961883.002,619111946511.628,564321854521.013,734484834573.582,863749314718.538,961601980984.623,1029060747620.65,1094010482677.39,1211331651829.85,1339400897153.44,1470557654824.11,1660280543870.95,1955346768757.64,2285961149904.26,2752118657221.64,3550327803024.69,4594336785752.06,5101691124358.41,6087191746738.57,7551545703518.14,8532185381696.43,9570471111847.82,10475624944290.1,11061572618594.8,11233313730288.5,12310491333980.9,13894907857925.9,14279968506242.8,14687744162801,17820459508852.2,17963171479205.3,NA
"Cote d'Ivoire","CIV","GDP (current US$)",546203558.456965,618245635.134801,645284474.559229,761047198.973677,921063326.292797,919771228.036518,1024102881.90257,1082922725.79069,1281281277.98148,1361360291.5873,1455482795.26555,1584128511.27902,1849400398.25228,2508421425.57669,3070152313.83854,3893839184.06847,4662053819.62908,6265068200.43055,7900526290.12877,9142933955.51749,10175617589.1232,8432589956.34896,7567110855.85391,6838184772.07869,6841639250.21886,6977650648.47401,9158302111.36131,10087654451.341,10255169812.0186,9757410629.74456,10795850584.5874,10492628587.8153,11152971284.4722,11045760268.6163,8313557515.23869,11000146268.7173,18071152821.0721,18047558026.8813,19619654769.9792,18870992455.568,16577533891.1783,16810537037.873,18054383333.8602,21251754334.2005,23510575668.4394,24036918719.1307,25281413268.2105,28760090924.4659,34078240260.4002,33886813225.705,34936307964.5293,36693710823.1998,36302302845.3012,42760235497.5958,48843005625.5796,45815005170.815,48407761031.9226,52512344033.7688,58522477744.5444,59898479821.2323,62982768371.6208,71811075955.078,70018715016.8293,NA
"Cameroon","CMR","GDP (current US$)",614206068.497266,652777608.320492,694247864.3789,718320845.044338,776650176.904453,814083265.511426,851112534.552636,936175260.030919,1046191217.79942,1100551488.62689,1151216992.88095,1236941394.11447,1498251889.66287,1901393361.02282,2157415532.54796,2857037371.05886,2898090001.8562,3394664024.05503,4662852583.13256,5919002982.602,6674569046.6832,6610938616.6643,6611255963.83584,6870200009.90065,7311938026.36713,8544810497.9889,11857056199.0765,13049659981.1373,12236057362.4917,11012566195.0255,12314482627.8454,11840192296.3893,12071775335.0433,16181814712.5295,8902446252.18372,10864772470.9043,11093538846.4483,10789458432.6416,11298144990.4104,11565826464.8921,10566579294.9831,10953485349.1135,12417251332.5885,15970315034.9903,18826214135.6419,19509852206.9341,20910512974.933,23928250433.0378,27715142032.913,27932970317.129,27507501821.0296,30630910495.217,30155062329.2821,33728621180.3231,36386544706.0806,32210233020.4569,33814337044.3765,36098547033.1655,39973842087.2242,39670976452.5283,40773241177.0505,44993521774.066,43644068310.851,NA
"Congo, Dem. Rep.","COD","GDP (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9461033354,5979350228,8042983396.5,7175016484.75,9207333740.83333,8822051647.69231,9329305477.5,NA,8.85e+09,1.0768e+10,5820475672.05427,5643416613.28208,5771456952.1908,6090838693.27145,6217805820.77104,4711259427.27273,19088046305.7971,7438189100.33333,8728038525.14034,8937567059.87754,10297483481.223,11964484465.9388,14451901696.3878,16737071816.38,19788515590.1284,18648372553.0921,21565721044.8462,25839749199.3671,29306235285.2597,32679745048.4427,35909040925.9375,37917706497.1793,37134801555.3322,38019264794.8263,47568210009.8172,51775829877.2088,48716961860.1325,55328482783.5393,64718641221.216,NA
"Congo, Rep.","COG","GDP (current US$)",131731862.783017,151675738.926342,166521239.650243,172233430.657858,185693724.905233,198318064.028924,220613581.972601,237397428.13501,251247457.765525,265040036.417215,274960699.885255,322128018.955444,410669263.651798,541973362.610423,585364634.473977,767102680.239967,754549601.391492,765224029.286556,878771772.202149,1198749667.42923,1705796852.89473,1993512322.62391,2160640564.56041,2097274289.75066,2193581365.34299,2160872540.03175,1849268212.30284,2297753652.34929,2212536311.99319,2389593025.60339,2798746050.11354,2724853505.80336,2933222703.0334,2684323623.14372,1769365437.78801,2116003867.75536,2540697539.05773,2322719102.6909,1949481379.21951,2354772960.28296,3227927697.57921,2796704604.03812,3034250923.97726,3503723087.74483,4656974940.12721,6650001680.48544,8072305029.06514,8782703436.70188,11649857673.4436,9723299915.25312,13148396211.5955,15655383576.6515,17692911296.3044,17958720699.0868,17919224179.5609,12434829581.0287,10931247264.8116,11834406800.8818,14773806078.1348,13976661497.841,11468608530.2038,14825708810.7046,15816996654.5788,NA
"Colombia","COL","GDP (current US$)",4031152976.63904,4540447761.19403,4955538218.81618,4836166666.66667,5973366666.66667,5760761904.7619,5428518518.51852,5825170438.48704,5960212869.12968,6450175213.74923,7198360460.19887,7820380970.53674,8671358732.68486,10315760000.3394,12370029583.6419,13098633901.8673,15341403660.4698,19470960619.1297,23263511958.0509,27940411250.2732,33400735644.0481,36388366869.0309,38968039721.748,38729822781.5997,38253120737.9671,34894419443.4881,34942489683.9712,36373307085.0887,39212550050.4223,39540080200.3938,47844090709.9908,49637993948.8402,58394443377.5416,66474101301.1759,81705497616.5703,92495970511.3951,97153389010.9466,106656492293.614,98486358581.1639,86278947636.962,99875074951.0278,98200641203.3892,97945812802.8882,94644969157.0987,117092416666.245,145600529626.71,161792958886.81,206229540893.231,242504150472.931,232468663073.684,286498534094.963,334966134865.3,370691143086.755,382093697077.685,381240864422.407,293492370228.844,282720100286.228,311866875135.578,334198218100.719,323031701210.765,270150956772.57,318511813576.97,343622114560.409,NA
"Comoros","COM","GDP (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212218261.585643,196349931.540286,184009013.562815,191621954.855332,184697225.637076,196726096.329131,279197721.807577,337525852.647575,356500032.676316,341476768.326033,429622177.724885,424108769.502231,457388651.500941,452881475.071813,319189184.255639,398461797.009413,396053805.891754,364445600.525492,370106745.930146,382454989.945311,351136579.648632,378512024.077556,425964681.044378,546885222.713065,633706110.795614,653845169.168576,698431793.872776,795673153.183373,915659107.761613,905341173.9738,907978731.702123,1023086272.69622,1015843491.24635,1116224107.17116,1149587659.74502,966029599.801228,1012835492.51575,1077439756.12221,1188797449.96029,1195019531.03664,1225039195.93742,1296089479.45831,1242519407.27815,NA
"Cabo Verde","CPV","GDP (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142246815.345007,139468209.116206,140630678.983478,138476175.620363,132019038.591628,137728204.813735,190651167.559385,235253064.70982,264308140.285149,267448571.414611,306890962.649533,319827058.592875,357160985.327413,490417389.682569,406580652.330537,487148993.533109,501979269.843942,490608657.924976,521910560.524868,592416703.058878,539227277.626411,563090490.377368,620507387.466174,813260468.873834,924940011.836897,972241676.907662,1107571457.90614,1649621738.63689,1959620648.31578,1852334575.17521,1824751467.92957,2046817987.20109,1913081210.41411,2028910915.16446,2041930125.42979,1749857620.35329,1849789985.99572,1996741539.95088,2205099506.99994,2252177124.32402,1821565613.68613,1997866378.77119,2226862134.08787,NA
"Costa Rica","CRI","GDP (current US$)",507513829.994855,490325181.614275,479180824.348506,511902136.809973,542578367.242598,592981162.264151,647305630.188679,699456618.867925,773841494.339623,853630203.773585,984830158.490566,1077147537.52472,1238251695.55388,1528925846.25467,1666544754.09836,1960863465.5776,2412555425.90432,3072427012.83547,3523208809.80163,4035519323.22054,4831447001.16686,2623803095.78501,2606623554.56582,3146772630.77263,3660477856.22977,3919203960.39604,4418983870.96774,4532952047.15628,4614629898.40348,5251025767.47627,5711687786.75989,7196276092.461,8564041916.15275,9582868487.43217,10486787008.0926,11578594259.8675,11678424507.2457,12614602382.2012,13684255946.5765,14254866281.1537,15013629658.6521,15976174336.9721,16578820687.2881,17271760506.9483,18610594846.2083,20040642476.9817,22715540324.6944,26884700344.8406,30801744881.9502,30745714312.9905,37658614803.848,42762613699.9524,47231655431.1389,50949668840.8692,52016408951.8225,56441920821.0806,58847019609.6549,60516044657.2254,62420164991.5374,64417670521.1842,62395610760.3912,64960725734.2362,69243626028.6696,NA
"Cuba","CUB","GDP (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5693005200,6914658400,8135150891.92025,9987709650.18094,11405957317.0732,13027415243.9024,13789579902.5579,14206158674.6988,17844705324.6753,19584443287.6712,19912889861.1111,20150254096.3855,20953510235.2941,22204940512.2235,24039383608.4235,22920490774.102,24226574634.0293,25213935012.0819,27458999472.2955,27023468665.8977,28645436569.1489,24316556025.6585,22085858243.2432,22367254864.8649,28448326756.7568,30429803651.2192,25017368700,25365908100,25736331200,28364615200,30565400000,31682400000,33590500000,35901200000,3.8203e+10,42643836100,48835925925.9259,54262870370.3704,56302129629.6296,57481481481.4815,59562962962.963,6.899e+10,7.3141e+10,7.7148e+10,80656100000,87132800000,91370407863.7,96850649691.7406,100050036096.123,103427600000,107351800000,NA,NA,NA
"Curacao","CUW","GDP (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2930092237.27161,3012836256.55523,3033568606.16651,3059406995.39666,3058779211.89831,3024690188.01683,3033433248.15988,3046364819.53197,3026124115.73275,2534327592.49914,2739594359.5908,3075180834.72417,NA
"Cayman Islands","CYM","GDP (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4200288241.15296,4466278065.11226,4585949023.79609,4281714566.85827,4156841107.36443,4186073104.29242,4291004524.0181,4405796023.18409,4562853611.41445,4708167232.66893,4909322237.28895,5166281305.12522,5530178440.71376,5941896607.58643,5647224988.89996,6028373513.49405,6844827379.30952,NA
"Cyprus","CYP","GDP (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489914760.682807,576090073.715036,734887973.975806,964026512.197839,1288715209.58084,2154311276.94859,2087496373.77964,2159242416.76942,2160364071.19021,2278248953.14058,2430411900.19194,3090734463.27684,3704813885.50548,4278792597.23965,4563482603.5503,5591130217.66965,5770197348.48485,6912150456.32334,6590291048.29211,7425703928.57143,9933133247.08926,10011918444.1656,9547818700.11403,10248617647.0588,10497908306.3646,9985844486.33365,10397897085.6102,11420227884.6154,14547325028.3126,17320552500,18433411267.2553,20072786350.5206,23968764029.5647,27844698989.3072,25945391775.4932,25732125693.847,27564931919.4782,24977293926.2891,23899444182.51,23155988617.4023,19842492366.5477,20952955488.0836,22870678689.4802,25523485042.6265,25947027570.4262,25227201184.2295,29482917678.8954,29250524418.0855,NA
"Czechia","CZE","GDP (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40728950704.6176,29859921158.8696,34805013229.572,40866748705.1075,47850203856.1751,60147174076.8651,67387788632.9812,62180159376.1239,66807429711.411,65173130995.2212,61828166496.0941,67808032979.5429,82196001050.7474,100090467581.268,119814434353.575,137143471328.274,156264095664.643,190183800884.018,236816485762.988,207434296805.33,209069940963.177,229562733398.948,208857719320.649,211685616592.931,209358834156.329,188033050459.881,196272068576.338,218628940951.675,249000540729.179,252548179964.897,245974558654.043,281791218507.1,290565654835.809,NA
"Germany","DEU","GDP (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215838448137.658,249985055484.303,299801542047.476,398374021953.897,445303484241.554,490636517211.225,519754453161.411,600498238019.035,740469983446.933,881345176608.686,950290856466.538,800472055387.278,776576439106.956,770684323247.798,725111123634.115,732534887058.198,1046259374943.71,1298176105549.51,1401233225303.49,1398967436804.33,1771671206875.68,1868945197407.19,2131571696931.75,2071323790370.28,2205074123177.05,2585792275146.72,2497244606186.64,2211989623279.95,2238990774702.68,2194945278872.59,1947981991011.77,1945790973803.15,2078484517474.51,2501640388482.35,2814353869359.08,2846864211175.1,2994703642023.53,3425578382921.58,3745264093617.19,3411261212652.34,3399667820000.01,3749314991050.59,3527143188785.16,3733804649549.03,3889093051023.52,3357585719351.56,3469853463945.53,3690849152517.65,3974443355019.6,3889177589254.9,3887727161914.41,4278503934689.85,4082469490797.68,NA
